1.e-6	-44.080029057831666
0.100001	-43.84614709378625
0.200001	-43.16062208324551
0.300001	-42.03795970884303
0.400001	-40.49326243859955
0.500001	-38.54448776006874
0.6000010000000001	-36.212864569528456
0.7000010000000001	-33.52293651066927
0.8000010000000001	-30.50245313405537
0.900001	-27.18217608776462
1.000001	-23.59562812086074
1.100001	-19.77879926700232
1.200001	-15.769819207166275
1.300001	-11.608602433109434
1.400001	-7.3364717117492635
1.500001	-2.995764800178775
1.600001	1.3705709187524906
1.700001	5.719391362476653
1.800001	10.007771815771447
1.900001	14.193421799592024
2.000001	18.2350944895955
2.1000010000000002	22.092986537676175
2.2000010000000003	25.7291242804118
2.3000010000000004	29.107732477862083
2.4000010000000005	32.19558191627983
2.500001	34.9623124293229
2.6000010000000002	37.38072814349377
2.7000010000000003	39.42706203337337
2.8000010000000004	41.08120717865433
2.9000010000000005	42.326912445571516
3.000001	43.151940667152566
3.1000010000000002	43.5481877666343
